pair,open_date,close_date,open_rate,close_rate,amount,stake_amount,profit_abs,profit_ratio,exit_reason,trade_duration,is_short
SOL/USDT,2025-04-25 14:10:00+00:00,2025-04-25 15:20:00+00:00,154.38,153.61,1.2,185.256,-1.1457528,-0.0061809914957878485,exit_signal,70,False
ETH/USDT,2025-04-25 15:00:00+00:00,2025-04-25 16:20:00+00:00,1807.44,1789.81,0.1,180.744,-1.9968908,-0.011041547071933886,exit_signal,80,False
ETH/USDT,2025-04-25 18:45:00+00:00,2025-04-25 19:15:00+00:00,1801.74,1792.15,0.1,180.174,-1.1746334,-0.006515529668955872,exit_signal,30,False
ETH/USDT,2025-04-25 20:00:00+00:00,2025-04-25 20:45:00+00:00,1801.86,1791.6,0.1,180.186,-1.2416076,-0.006886567669800703,exit_signal,45,False
ETH/USDT,2025-04-25 21:10:00+00:00,2025-04-25 21:25:00+00:00,1804.43,1793.89,0.1,180.443,-1.2698992,-0.007033454982291239,exit_signal,15,False
ETH/USDT,2025-04-26 01:40:00+00:00,2025-04-26 03:25:00+00:00,1811.41,1800.34,0.1,181.141,-1.323705,-0.007303212708597452,exit_signal,105,False
ETH/USDT,2025-04-26 08:30:00+00:00,2025-04-26 09:05:00+00:00,1827.92,1800.8,0.1,182.792,-2.9297232,-0.01601802278079955,exit_signal,35,False
ETH/USDT,2025-04-27 00:20:00+00:00,2025-04-27 01:35:00+00:00,1845.69,1806.94,0.1,184.569,-4.0941578,-0.022168960000503873,exit_signal,75,False
SOL/USDT,2025-04-27 14:00:00+00:00,2025-04-27 16:00:00+00:00,149.02,149.1989313588153,1.2,178.824,-0.0178788,-9.991991652411586e-05,roi,120,False
SOL/USDT,2025-04-27 16:10:00+00:00,2025-04-27 16:30:00+00:00,149.38,148.59,1.2,179.256,-1.1625384,-0.006481463913190445,exit_signal,20,False
SOL/USDT,2025-04-28 05:45:00+00:00,2025-04-28 06:40:00+00:00,149.19,150.8619311586952,1.2,179.028,1.79028,0.009994003597841295,roi,55,False
SOL/USDT,2025-04-28 06:45:00+00:00,2025-04-28 08:45:00+00:00,151.22,151.6,1.2,181.464,0.21984444,0.0012107779638525573,roi,120,False
SOL/USDT,2025-04-28 09:10:00+00:00,2025-04-28 10:20:00+00:00,151.43,150.99,1.2,181.716,-0.7457424,-0.0041014287287100765,exit_signal,70,False
SOL/USDT,2025-04-28 10:30:00+00:00,2025-04-28 11:30:00+00:00,151.58,152.58,1.2,181.896,0.9810048,0.005389984112184754,roi,60,False
ETH/USDT,2025-04-28 10:40:00+00:00,2025-04-28 11:40:00+00:00,1810.33,1821.5607844706824,0.1,181.033,0.905165,0.004997001798920648,roi,60,False
ETH/USDT,2025-04-28 11:50:00+00:00,2025-04-28 12:10:00+00:00,1817.67,1808.6,0.1,181.767,-1.1245762,-0.006183200794889441,exit_signal,20,False
ETH/USDT,2025-04-28 22:50:00+00:00,2025-04-29 00:50:00+00:00,1800.11,1802.2714288573143,0.1,180.011,-0.00746903,-4.1467195167175655e-05,roi,120,False
ETH/USDT,2025-04-29 01:45:00+00:00,2025-04-29 02:00:00+00:00,1803.45,1795.68,0.1,180.345,-0.9929478,-0.0055025223242499656,exit_signal,15,False
ETH/USDT,2025-04-29 06:30:00+00:00,2025-04-29 07:30:00+00:00,1812.54,1823.784494696818,0.1,181.254,0.90627,0.004997001798920648,roi,60,False
ETH/USDT,2025-04-29 09:00:00+00:00,2025-04-29 10:50:00+00:00,1831.97,1824.39,0.1,183.197,-0.9773816,-0.005331940603210686,exit_signal,110,False
ETH/USDT,2025-04-29 11:15:00+00:00,2025-04-29 12:05:00+00:00,1835.8,1825.92,0.1,183.58,-1.2077032,-0.006574675959213665,exit_signal,50,False
ETH/USDT,2025-04-29 16:25:00+00:00,2025-04-29 17:00:00+00:00,1821.41,1815.22,0.1,182.141,-0.8371978,-0.0045936707415160875,exit_signal,35,False
SOL/USDT,2025-04-29 16:35:00+00:00,2025-04-29 17:05:00+00:00,149.27,147.92,1.2,179.124,-1.8339768,-0.0102324483249355,exit_signal,30,False
SOL/USDT,2025-04-29 18:30:00+00:00,2025-04-29 20:10:00+00:00,149.53,148.9,1.2,179.436,-0.9708696,-0.005407428986064524,exit_signal,100,False
SOL/USDT,2025-04-30 22:05:00+00:00,2025-04-30 23:15:00+00:00,147.13,148.04275365219132,1.2,176.556,0.88278,0.004997001798920648,roi,70,False
SOL/USDT,2025-04-30 23:20:00+00:00,2025-05-01 01:05:00+00:00,147.65,148.56597958775265,1.2,177.18,0.8682012,0.0048971700623378096,roi,105,False
SOL/USDT,2025-05-01 01:25:00+00:00,2025-05-01 02:25:00+00:00,148.5,149.421252751651,1.2,178.2,0.891,0.004997001798920648,roi,60,False
SOL/USDT,2025-05-01 08:25:00+00:00,2025-05-01 09:35:00+00:00,150.77,151.7053352011207,1.2,180.924,0.90462,0.004997001798920648,roi,70,False
ETH/USDT,2025-05-01 10:35:00+00:00,2025-05-01 12:05:00+00:00,1838.33,1849.7344886932158,0.1,183.833,0.919165,0.004997001798920648,roi,90,False
SOL/USDT,2025-05-01 10:25:00+00:00,2025-05-01 12:20:00+00:00,151.88,151.29,1.2,182.256,-0.9262824,-0.005079267425059844,exit_signal,115,False
SOL/USDT,2025-05-01 12:45:00+00:00,2025-05-01 13:35:00+00:00,152.14,151.55,1.2,182.568,-0.9266568,-0.005072636712438161,exit_signal,50,False
SOL/USDT,2025-05-01 14:20:00+00:00,2025-05-01 15:10:00+00:00,152.02,153.72364618771263,1.2,182.424,1.82424,0.009994003597841295,roi,50,False
SOL/USDT,2025-05-01 15:15:00+00:00,2025-05-01 15:55:00+00:00,153.8,151.71,1.2,184.56,-2.7279672,-0.01477206004095852,exit_signal,40,False
ETH/USDT,2025-05-01 15:15:00+00:00,2025-05-01 17:40:00+00:00,1870.28,1850.75,0.09,168.3252,-1.97530551,-0.011728018367882965,exit_signal,145,False
SOL/USDT,2025-05-02 13:00:00+00:00,2025-05-02 14:40:00+00:00,150.88,151.81601761056632,1.2,181.056,0.90528,0.004997001798920648,roi,100,False
SOL/USDT,2025-05-02 14:55:00+00:00,2025-05-02 15:10:00+00:00,151.37,150.48,1.2,181.644,-1.285332,-0.007071861791427488,exit_signal,15,False
ETH/USDT,2025-05-02 14:40:00+00:00,2025-05-02 15:30:00+00:00,1848.97,1835.17,0.1,184.897,-1.6010484,-0.008653944341940674,exit_signal,50,False
SOL/USDT,2025-05-02 16:05:00+00:00,2025-05-02 16:55:00+00:00,150.87,150.19,1.2,181.044,-1.0327632,-0.005701066666952834,exit_signal,50,False
ETH/USDT,2025-05-02 16:05:00+00:00,2025-05-02 17:10:00+00:00,1868.0,1842.0,0.09,168.12,-2.54034,-0.015101217642005801,exit_signal,65,False
SOL/USDT,2025-05-05 21:20:00+00:00,2025-05-05 22:35:00+00:00,146.41,147.31828697218327,1.2,175.692,0.87846,0.0049970017989206484,roi,75,False
SOL/USDT,2025-05-06 22:05:00+00:00,2025-05-06 23:40:00+00:00,145.75,146.6541925155093,1.2,174.9,0.8745,0.004997001798920648,roi,95,False
ETH/USDT,2025-05-06 22:55:00+00:00,2025-05-07 00:15:00+00:00,1810.23,1821.460164098459,0.1,181.023,0.89519949,0.004942259781268509,roi,80,False
SOL/USDT,2025-05-06 23:45:00+00:00,2025-05-07 00:25:00+00:00,146.79,148.43503502101257,1.2,176.148,1.75175046,0.009938801689352218,roi,40,False
ETH/USDT,2025-05-07 00:25:00+00:00,2025-05-07 02:10:00+00:00,1838.82,1826.1,0.1,183.882,-1.4918952,-0.008108464121774921,exit_signal,105,False
SOL/USDT,2025-05-07 00:30:00+00:00,2025-05-07 02:10:00+00:00,148.71,147.7,1.2,178.452,-1.4254152,-0.00798287754534422,exit_signal,100,False
SOL/USDT,2025-05-07 22:05:00+00:00,2025-05-07 23:50:00+00:00,147.51,147.14,1.2,177.012,-0.656148,-0.0037045767929385406,exit_signal,105,False
ETH/USDT,2025-05-08 01:20:00+00:00,2025-05-08 02:25:00+00:00,1824.3,1835.6174504702822,0.1,182.43,0.91215,0.004997001798920648,roi,65,False
SOL/USDT,2025-05-08 01:05:00+00:00,2025-05-08 02:30:00+00:00,149.28,150.20609165499297,1.2,179.136,0.89568,0.004997001798920648,roi,85,False
ETH/USDT,2025-05-08 02:30:00+00:00,2025-05-08 03:10:00+00:00,1839.35,1859.9630878527114,0.1,183.935,1.83935,0.009994003597841295,roi,40,False
SOL/USDT,2025-05-08 02:35:00+00:00,2025-05-08 03:40:00+00:00,149.87,150.79975185111067,1.2,179.844,0.89922,0.004997001798920648,roi,65,False
ETH/USDT,2025-05-08 03:15:00+00:00,2025-05-08 03:45:00+00:00,1854.75,1894.0943065839504,0.09,166.9275,3.33855,0.01998800719568259,roi,30,False
ETH/USDT,2025-05-08 03:50:00+00:00,2025-05-08 04:30:00+00:00,1885.47,1906.5999419651791,0.09,169.6923,1.696923,0.009994003597841295,roi,40,False
SOL/USDT,2025-05-08 03:45:00+00:00,2025-05-08 05:20:00+00:00,150.87,150.28,1.2,181.044,-0.924828,-0.005105242018174791,exit_signal,95,False
ETH/USDT,2025-05-08 06:25:00+00:00,2025-05-08 07:25:00+00:00,1902.43,1914.232147288373,0.09,171.2187,0.8560935,0.004997001798920648,roi,60,False
ETH/USDT,2025-05-08 07:35:00+00:00,2025-05-08 09:55:00+00:00,1937.9,1940.2268761256755,0.09,174.411,-0.01734795,-9.940627295019862e-05,roi,140,False
ETH/USDT,2025-05-08 10:05:00+00:00,2025-05-08 10:55:00+00:00,1941.47,1963.2275185111066,0.09,174.7323,1.747323,0.009994003597841295,roi,50,False
SOL/USDT,2025-05-08 10:00:00+00:00,2025-05-08 11:30:00+00:00,154.61,153.84,1.2,185.532,-1.146084,-0.006173580632682418,exit_signal,90,False
ETH/USDT,2025-05-08 11:00:00+00:00,2025-05-08 12:15:00+00:00,1960.11,1972.2699779867917,0.09,176.4099,0.8820495,0.0049970017989206484,roi,75,False
ETH/USDT,2025-05-08 12:20:00+00:00,2025-05-08 13:35:00+00:00,1968.79,1981.0038262957773,0.09,177.1911,0.8859555,0.0049970017989206484,roi,75,False
SOL/USDT,2025-05-08 12:35:00+00:00,2025-05-08 14:15:00+00:00,155.45,154.3,1.2,186.54,-1.60302,-0.00858828543337169,exit_signal,100,False
ETH/USDT,2025-05-08 13:40:00+00:00,2025-05-08 14:30:00+00:00,1967.51,1989.5593416049628,0.09,177.0759,1.770759,0.009994003597841295,roi,50,False
SOL/USDT,2025-05-08 14:30:00+00:00,2025-05-08 15:10:00+00:00,155.5,157.96,1.2,186.6,2.7263088,0.014601682720271373,roi,40,False
ETH/USDT,2025-05-08 14:35:00+00:00,2025-05-08 15:20:00+00:00,1990.2,2012.503622173304,0.09,179.118,1.79118,0.009994003597841295,roi,45,False
SOL/USDT,2025-05-08 15:15:00+00:00,2025-05-08 15:40:00+00:00,158.25,161.60691414848907,1.1,174.075,3.4815,0.019988007195682594,roi,25,False
ETH/USDT,2025-05-08 15:25:00+00:00,2025-05-08 15:40:00+00:00,2020.77,2063.6360436261757,0.09,181.8693,3.637386,0.01998800719568259,roi,15,False
BTC/USDT,2025-05-08 15:25:00+00:00,2025-05-08 16:35:00+00:00,100449.8,101072.96265759456,0.001,100.4498,0.49217694,0.004896792337201785,roi,70,False
SOL/USDT,2025-05-08 15:45:00+00:00,2025-05-08 17:45:00+00:00,161.54,158.89,1.1,177.694,-3.14410261,-0.017683305455627206,exit_signal,120,False
ETH/USDT,2025-05-08 15:45:00+00:00,2025-05-08 18:20:00+00:00,2057.12,2059.590026015609,0.09,185.1408,-0.01845531,-9.962279224205385e-05,roi,155,False
ETH/USDT,2025-05-08 18:25:00+00:00,2025-05-08 19:20:00+00:00,2055.15,2078.1814988993397,0.09,184.9635,1.849635,0.009994003597841295,roi,55,False
ETH/USDT,2025-05-08 19:25:00+00:00,2025-05-08 19:50:00+00:00,2071.73,2115.677044226536,0.09,186.4557,3.729114,0.01998800719568259,roi,25,False
SOL/USDT,2025-05-08 18:45:00+00:00,2025-05-08 20:05:00+00:00,160.04,161.03284370622373,1.1,176.044,0.88022,0.004997001798920648,roi,80,False
ETH/USDT,2025-05-08 19:55:00+00:00,2025-05-08 20:40:00+00:00,2132.4,2156.2972183309985,0.08,170.592,1.70592,0.009994003597841297,roi,45,False
SOL/USDT,2025-05-08 20:10:00+00:00,2025-05-08 20:50:00+00:00,160.98,162.78405843506104,1.1,177.078,1.77078,0.009994003597841295,roi,40,False
ETH/USDT,2025-05-08 20:45:00+00:00,2025-05-08 20:50:00+00:00,2150.8,2196.4243346007606,0.08,172.064,3.44128,0.01998800719568259,roi,5,False
SOL/USDT,2025-05-08 20:55:00+00:00,2025-05-08 21:55:00+00:00,162.5,160.24,1.1,178.75,-2.6990084,-0.015090293516197973,exit_signal,60,False
BTC/USDT,2025-05-08 21:20:00+00:00,2025-05-08 23:20:00+00:00,102960.7,103100.6,0.001,102.9607,0.01626322,0.0001578608917698544,roi,120,False
ETH/USDT,2025-05-08 20:55:00+00:00,2025-05-08 23:30:00+00:00,2185.17,2187.79377826696,0.08,174.8136,0.0,0.0,roi,155,False
SOL/USDT,2025-05-08 23:15:00+00:00,2025-05-08 23:55:00+00:00,162.09,163.90649789873925,1.1,178.299,1.78299,0.009994003597841295,roi,40,False
ETH/USDT,2025-05-08 23:45:00+00:00,2025-05-09 00:50:00+00:00,2191.78,2205.3771943165902,0.08,175.3424,0.85905904,0.004896385093689883,roi,65,False
SOL/USDT,2025-05-09 00:00:00+00:00,2025-05-09 01:05:00+00:00,164.42,162.06,1.1,180.862,-2.82956355,-0.015635494630724302,exit_signal,65,False
SOL/USDT,2025-05-09 01:20:00+00:00,2025-05-09 02:25:00+00:00,163.09,162.42,1.1,179.399,-0.9518366,-0.005302514732499638,exit_signal,65,False
ETH/USDT,2025-05-09 00:55:00+00:00,2025-05-09 02:55:00+00:00,2206.56,2211.25,0.08,176.5248,0.16314512,0.000923650906983183,roi,120,False
ETH/USDT,2025-05-09 03:00:00+00:00,2025-05-09 04:00:00+00:00,2215.99,2204.33,0.08,177.2792,-1.14497536,-0.006454726706392873,exit_signal,60,False
SOL/USDT,2025-05-09 05:10:00+00:00,2025-05-09 06:15:00+00:00,162.35,163.35717430458274,1.1,178.585,0.892925,0.004997001798920648,roi,65,False
ETH/USDT,2025-05-09 06:05:00+00:00,2025-05-09 06:45:00+00:00,2216.75,2246.57,0.08,177.34,2.17136064,0.012236712556879992,roi,40,False
SOL/USDT,2025-05-09 06:20:00+00:00,2025-05-09 07:15:00+00:00,163.15,164.9783770262157,1.1,179.465,1.79465,0.009994003597841297,roi,55,False
ETH/USDT,2025-05-09 07:05:00+00:00,2025-05-09 07:40:00+00:00,2283.34,2331.775869521713,0.08,182.6672,3.653344,0.01998800719568259,roi,35,False
SOL/USDT,2025-05-09 07:20:00+00:00,2025-05-09 08:10:00+00:00,165.06,166.90978186912147,1.1,181.566,1.7975056,0.00989407567140317,roi,50,False
ETH/USDT,2025-05-09 07:45:00+00:00,2025-05-09 08:25:00+00:00,2352.05,2384.59,0.08,188.164,2.35693192,0.012518433966299076,roi,40,False
SOL/USDT,2025-05-09 08:15:00+00:00,2025-05-09 08:30:00+00:00,166.28,169.80725235141085,1.1,182.908,3.65816,0.01998800719568259,roi,15,False
ETH/USDT,2025-05-09 08:30:00+00:00,2025-05-09 08:30:00+00:00,2426.58,2478.0543806283767,0.07,169.8606,3.397212,0.01998800719568259,roi,0,False
ETH/USDT,2025-05-09 08:35:00+00:00,2025-05-09 09:10:00+00:00,2470.06,2346.56,0.07,172.9042,-8.84729804,-0.05113810332133878,stop_loss,35,False
SOL/USDT,2025-05-09 08:35:00+00:00,2025-05-09 09:30:00+00:00,169.49,164.73,1.1,186.439,-5.4565852,-0.029249852295242715,exit_signal,55,False
SOL/USDT,2025-05-09 10:20:00+00:00,2025-05-09 10:50:00+00:00,167.62,171.17567740644387,1.1,184.382,3.68764,0.01998800719568259,roi,30,False
SOL/USDT,2025-05-09 10:55:00+00:00,2025-05-09 11:20:00+00:00,171.65,175.29116469881927,1.1,188.815,3.7763,0.01998800719568259,roi,25,False
ETH/USDT,2025-05-09 11:20:00+00:00,2025-05-09 12:15:00+00:00,2366.99,2330.05,0.08,189.3592,-3.18065792,-0.016786882652642388,exit_signal,55,False
SOL/USDT,2025-05-09 11:25:00+00:00,2025-05-09 14:10:00+00:00,175.95,171.0,1.0,175.95,-5.15817,-0.029298533411922158,exit_signal,165,False
ETH/USDT,2025-05-09 13:40:00+00:00,2025-05-09 14:25:00+00:00,2357.56,2331.88,0.08,188.6048,-2.27949312,-0.012078834919649173,exit_signal,45,False
SOL/USDT,2025-05-09 15:55:00+00:00,2025-05-09 16:10:00+00:00,170.92,168.76,1.1,188.012,-2.61897163,-0.013921458147811991,exit_signal,15,False
ETH/USDT,2025-05-09 17:20:00+00:00,2025-05-09 18:35:00+00:00,2328.4,2342.8447468481086,0.08,186.272,0.93136,0.004997001798920648,roi,75,False
ETH/USDT,2025-05-09 19:05:00+00:00,2025-05-09 19:20:00+00:00,2342.0,2320.38,0.08,187.36,-1.95339424,-0.0104196354945359,exit_signal,15,False
SOL/USDT,2025-05-09 17:20:00+00:00,2025-05-09 19:25:00+00:00,171.58,171.07,1.1,188.738,-0.787149,-0.0041680901238951235,exit_signal,125,False
ETH/USDT,2025-05-09 20:15:00+00:00,2025-05-09 21:20:00+00:00,2338.66,2328.73,0.08,187.0928,-1.01843472,-0.005440209487402236,exit_signal,65,False
SOL/USDT,2025-05-09 20:30:00+00:00,2025-05-09 21:20:00+00:00,172.56,171.85,1.1,189.816,-1.0083106,-0.005308856874099926,exit_signal,50,False
SOL/USDT,2025-05-09 22:05:00+00:00,2025-05-09 23:45:00+00:00,172.63,172.45,1.0,172.63,-0.387048,-0.0022407224147235577,exit_signal,100,False
ETH/USDT,2025-05-09 22:35:00+00:00,2025-05-10 00:10:00+00:00,2341.08,2355.6034100460274,0.08,187.2864,0.91767536,0.004896912348942746,roi,95,False
SOL/USDT,2025-05-10 00:10:00+00:00,2025-05-10 00:35:00+00:00,174.24,172.0,1.0,174.24,-2.447744,-0.014039693722792955,exit_signal,25,False
ETH/USDT,2025-05-10 00:15:00+00:00,2025-05-10 00:50:00+00:00,2348.2,2333.7,0.08,187.856,-1.3847312,-0.007366817453178549,exit_signal,35,False
SOL/USDT,2025-05-10 02:50:00+00:00,2025-05-10 03:05:00+00:00,172.51,171.68,1.0,172.51,-1.036514,-0.0060048256015378075,exit_signal,15,False
ETH/USDT,2025-05-10 02:40:00+00:00,2025-05-10 03:10:00+00:00,2346.28,2335.09,0.08,187.7024,-1.11990576,-0.005962812513150172,exit_signal,30,False
ETH/USDT,2025-05-10 06:15:00+00:00,2025-05-10 07:50:00+00:00,2361.49,2376.1400280168095,0.07,165.3043,0.8265215,0.004997001798920648,roi,95,False
SOL/USDT,2025-05-10 06:10:00+00:00,2025-05-10 08:05:00+00:00,171.97,173.03685411246747,1.0,171.97,0.8426209,0.004896875214407321,roi,115,False
ETH/USDT,2025-05-10 07:55:00+00:00,2025-05-10 08:35:00+00:00,2395.26,2422.1030178106867,0.07,167.6682,1.66079138,0.009899286225404586,roi,40,False
SOL/USDT,2025-05-10 08:10:00+00:00,2025-05-10 09:00:00+00:00,172.73,171.63,1.0,172.73,-1.306616,-0.007559963529784636,exit_signal,50,False
ETH/USDT,2025-05-10 09:25:00+00:00,2025-05-10 10:25:00+00:00,2394.15,2409.49,0.07,167.5905,0.87204712,0.005200319859876986,roi,60,False
ETH/USDT,2025-05-10 10:40:00+00:00,2025-05-10 11:05:00+00:00,2415.75,2393.31,0.07,169.1025,-1.77278052,-0.010477180937634252,exit_signal,25,False
ETH/USDT,2025-05-10 12:25:00+00:00,2025-05-10 13:35:00+00:00,2407.95,2422.888252951771,0.07,168.5565,0.8427825,0.004997001798920648,roi,70,False
ETH/USDT,2025-05-10 13:50:00+00:00,2025-05-10 15:50:00+00:00,2438.33,2441.257752651591,0.07,170.6831,0.0,0.0,roi,120,False
ETH/USDT,2025-05-10 16:05:00+00:00,2025-05-10 16:45:00+00:00,2436.46,2463.7647348409046,0.07,170.5522,1.705522,0.009994003597841295,roi,40,False
SOL/USDT,2025-05-10 16:20:00+00:00,2025-05-10 17:20:00+00:00,171.54,172.84,1.1,188.694,1.2027092,0.006370038301141969,roi,60,False
SOL/USDT,2025-05-10 17:25:00+00:00,2025-05-10 18:25:00+00:00,172.79,171.64,1.0,172.79,-1.356658,-0.00784677639506926,exit_signal,60,False
ETH/USDT,2025-05-10 17:10:00+00:00,2025-05-10 18:45:00+00:00,2471.71,2487.0438022813687,0.07,173.0197,0.8650985,0.004997001798920648,roi,95,False
ETH/USDT,2025-05-10 18:55:00+00:00,2025-05-10 21:00:00+00:00,2500.79,2503.79274964979,0.07,175.0553,0.0,0.0,roi,125,False
SOL/USDT,2025-05-10 20:30:00+00:00,2025-05-10 21:30:00+00:00,172.43,173.49970782469484,1.0,172.43,0.86215,0.004997001798920648,roi,60,False
ETH/USDT,2025-05-10 21:05:00+00:00,2025-05-10 21:45:00+00:00,2501.12,2529.1493616169696,0.07,175.0784,1.750784,0.009994003597841295,roi,40,False
ETH/USDT,2025-05-10 21:50:00+00:00,2025-05-10 22:35:00+00:00,2524.84,2553.1351851110667,0.07,176.7388,1.767388,0.009994003597841295,roi,45,False
SOL/USDT,2025-05-10 22:00:00+00:00,2025-05-10 23:05:00+00:00,174.13,175.2102541524915,1.0,174.13,0.87065,0.004997001798920648,roi,65,False
ETH/USDT,2025-05-10 22:40:00+00:00,2025-05-10 23:20:00+00:00,2564.39,2593.128411046628,0.07,179.5073,1.795073,0.009994003597841295,roi,40,False
SOL/USDT,2025-05-10 23:10:00+00:00,2025-05-10 23:50:00+00:00,175.37,177.33532319391637,1.0,175.37,1.7537,0.009994003597841295,roi,40,False
ETH/USDT,2025-05-10 23:25:00+00:00,2025-05-11 00:30:00+00:00,2593.58,2512.85,0.07,181.5506,-5.88364644,-0.032388316915386746,exit_signal,65,False
SOL/USDT,2025-05-11 00:05:00+00:00,2025-05-11 00:30:00+00:00,178.61,173.34,1.0,178.61,-5.48117,-0.030669521695526437,exit_signal,25,False
SOL/USDT,2025-05-11 00:55:00+00:00,2025-05-11 02:05:00+00:00,178.44,176.61,1.0,178.44,-2.04303,-0.011442529236997142,exit_signal,70,False
ETH/USDT,2025-05-11 02:25:00+00:00,2025-05-11 02:50:00+00:00,2560.3,2537.09,0.07,179.221,-1.83879038,-0.010253752447199806,exit_signal,25,False
SOL/USDT,2025-05-11 04:15:00+00:00,2025-05-11 05:30:00+00:00,177.09,176.37,1.0,177.09,-0.932076,-0.005260133772353901,exit_signal,75,False
ETH/USDT,2025-05-11 05:25:00+00:00,2025-05-11 06:10:00+00:00,2547.62,2534.32,0.07,178.3334,-1.14444148,-0.006413578313786883,exit_signal,45,False
ETH/USDT,2025-05-11 09:25:00+00:00,2025-05-11 11:25:00+00:00,2508.08,2511.091502901741,0.07,175.5656,0.0,0.0,roi,120,False
ETH/USDT,2025-05-11 11:45:00+00:00,2025-05-11 13:30:00+00:00,2528.0,2500.69,0.07,176.96,-2.12290498,-0.011989330926760399,exit_signal,105,False
ETH/USDT,2025-05-11 21:20:00+00:00,2025-05-11 22:30:00+00:00,2510.33,2501.6,0.07,175.7231,-0.82160106,-0.004672740208675024,exit_signal,70,False
ETH/USDT,2025-05-12 00:00:00+00:00,2025-05-12 01:00:00+00:00,2513.45,2530.15,0.07,175.9415,0.93957367,0.005337059555827903,roi,60,False
SOL/USDT,2025-05-12 00:40:00+00:00,2025-05-12 01:35:00+00:00,174.88,173.25,1.0,174.88,-1.838878,-0.010508779361843096,exit_signal,55,False
ETH/USDT,2025-05-12 01:10:00+00:00,2025-05-12 01:35:00+00:00,2542.87,2504.43,0.07,178.0009,-2.9027866,-0.016297928675734506,exit_signal,25,False
SOL/USDT,2025-05-12 02:05:00+00:00,2025-05-12 03:05:00+00:00,175.06,173.8,1.0,175.06,-1.469316,-0.008388180846775839,exit_signal,60,False
ETH/USDT,2025-05-12 02:35:00+00:00,2025-05-12 04:30:00+00:00,2527.71,2509.94,0.07,176.9397,-1.4554813,-0.008220928004733096,exit_signal,115,False
SOL/USDT,2025-05-12 04:40:00+00:00,2025-05-12 05:30:00+00:00,175.58,174.58,1.0,175.58,-1.210096,-0.006887859538519968,exit_signal,50,False
SOL/USDT,2025-05-12 06:30:00+00:00,2025-05-12 07:00:00+00:00,175.3,179.0185911546928,1.0,175.3,3.506,0.01998800719568259,roi,30,False
ETH/USDT,2025-05-12 06:50:00+00:00,2025-05-12 07:05:00+00:00,2516.58,2569.9635261156695,0.07,176.1606,3.523212,0.01998800719568259,roi,15,False
ETH/USDT,2025-05-12 07:10:00+00:00,2025-05-12 07:30:00+00:00,2555.99,2610.209519711827,0.07,178.9193,3.578386,0.01998800719568259,roi,20,False
SOL/USDT,2025-05-12 07:05:00+00:00,2025-05-12 08:00:00+00:00,179.0,176.03,1.0,179.0,-3.200621,-0.01786984234040581,exit_signal,55,False
BTC/USDT,2025-05-12 07:20:00+00:00,2025-05-12 08:05:00+00:00,105332.6,104275.9,0.001,105.3326,-1.19290855,-0.011318368995539504,exit_signal,45,False
ETH/USDT,2025-05-12 07:35:00+00:00,2025-05-12 09:50:00+00:00,2609.32,2549.48,0.07,182.6524,-4.42334403,-0.024202756793948402,exit_signal,135,False
ETH/USDT,2025-05-12 11:15:00+00:00,2025-05-12 11:45:00+00:00,2563.01,2540.0,0.07,179.4107,-1.82502642,-0.01016623903013333,exit_signal,30,False
SOL/USDT,2025-05-12 12:45:00+00:00,2025-05-12 13:45:00+00:00,176.54,177.63520512307383,1.0,176.54,0.8827,0.004997001798920648,roi,60,False
ETH/USDT,2025-05-12 12:45:00+00:00,2025-05-12 13:50:00+00:00,2554.78,2570.6291454872926,0.07,178.8346,0.894173,0.004997001798920648,roi,65,False
ETH/USDT,2025-05-12 13:55:00+00:00,2025-05-12 14:25:00+00:00,2563.19,2535.95,0.07,179.4233,-2.12096388,-0.011813917505480857,exit_signal,30,False
SOL/USDT,2025-05-12 13:50:00+00:00,2025-05-12 14:30:00+00:00,178.1,176.07,1.0,178.1,-2.242502,-0.012583701884428018,exit_signal,40,False
SOL/USDT,2025-05-13 10:05:00+00:00,2025-05-13 11:20:00+00:00,173.36,174.43547728637185,1.0,173.36,0.8668,0.0049970017989206484,roi,75,False
SOL/USDT,2025-05-13 11:25:00+00:00,2025-05-13 12:10:00+00:00,174.87,173.3,1.0,174.87,-1.778902,-0.010166611190145294,exit_signal,45,False
ETH/USDT,2025-05-13 11:25:00+00:00,2025-05-13 12:30:00+00:00,2503.42,2518.950522313388,0.07,175.2394,0.876197,0.004997001798920648,roi,65,False
ETH/USDT,2025-05-13 12:35:00+00:00,2025-05-13 13:20:00+00:00,2518.16,2546.3803241945166,0.07,176.2712,1.762712,0.009994003597841295,roi,45,False
SOL/USDT,2025-05-13 12:35:00+00:00,2025-05-13 13:35:00+00:00,174.66,175.74354212527516,1.0,174.66,0.8733,0.004997001798920648,roi,60,False
SOL/USDT,2025-05-13 13:40:00+00:00,2025-05-13 13:50:00+00:00,175.17,173.9,1.0,175.17,-1.479442,-0.008440685431750597,exit_signal,10,False
ETH/USDT,2025-05-13 13:25:00+00:00,2025-05-13 14:25:00+00:00,2539.89,2555.6467720632377,0.07,177.7923,0.8889615,0.004997001798920648,roi,60,False
SOL/USDT,2025-05-13 15:15:00+00:00,2025-05-13 15:55:00+00:00,174.27,176.22299579747852,1.0,174.27,1.7427,0.009994003597841295,roi,40,False
