pair,open_date,close_date,open_rate,close_rate,amount,stake_amount,profit_abs,profit_ratio,exit_reason,trade_duration,is_short
ETH/USDT,2025-05-13 15:10:00+00:00,2025-05-13 16:10:00+00:00,2550.9,2572.2,0.07,178.563,1.25787648,0.0070402166556117135,roi,60,False
SOL/USDT,2025-05-13 16:00:00+00:00,2025-05-13 17:00:00+00:00,176.01,177.10191715029018,1.0,176.01,0.8624477,0.004897054381427163,roi,60,False
ETH/USDT,2025-05-13 16:15:00+00:00,2025-05-13 17:15:00+00:00,2586.87,2602.9182229337603,0.07,181.0809,0.9054045,0.004997001798920648,roi,60,False
SOL/USDT,2025-05-13 17:05:00+00:00,2025-05-13 18:05:00+00:00,177.21,178.57,1.0,177.21,1.146532,0.006466026145838371,roi,60,False
ETH/USDT,2025-05-13 17:25:00+00:00,2025-05-13 18:30:00+00:00,2612.68,2628.8883410046024,0.07,182.8876,0.914438,0.004997001798920648,roi,65,False
ETH/USDT,2025-05-13 18:35:00+00:00,2025-05-13 19:15:00+00:00,2631.8,2667.38,0.07,184.226,2.26803444,0.01230377056082636,roi,40,False
SOL/USDT,2025-05-13 18:35:00+00:00,2025-05-13 19:25:00+00:00,178.61,180.61163297978788,1.0,178.61,1.7861,0.009994003597841295,roi,50,False
SOL/USDT,2025-05-13 19:30:00+00:00,2025-05-13 20:30:00+00:00,180.85,181.97194316589952,1.0,180.85,0.90425,0.004997001798920648,roi,60,False
ETH/USDT,2025-05-13 19:20:00+00:00,2025-05-13 21:30:00+00:00,2685.81,2689.0349069441663,0.06,161.1486,0.0,0.0,roi,130,False
ETH/USDT,2025-05-13 22:05:00+00:00,2025-05-13 23:00:00+00:00,2687.95,2678.78,0.06,161.277,-0.74340228,-0.004606710852113706,exit_signal,55,False
SOL/USDT,2025-05-13 22:25:00+00:00,2025-05-13 23:15:00+00:00,182.64,184.68679607764656,1.0,182.64,1.8264,0.009994003597841295,roi,50,False
SOL/USDT,2025-05-13 23:20:00+00:00,2025-05-14 00:30:00+00:00,184.79,182.64,1.0,184.79,-2.388833,-0.012919533306262252,exit_signal,70,False
ETH/USDT,2025-05-14 00:25:00+00:00,2025-05-14 01:15:00+00:00,2688.41,2718.538268961377,0.06,161.3046,1.613046,0.009994003597841295,roi,50,False
ETH/USDT,2025-05-14 01:20:00+00:00,2025-05-14 01:50:00+00:00,2699.67,2682.11,0.06,161.9802,-1.24734408,-0.007695978411723186,exit_signal,30,False
SOL/USDT,2025-05-14 01:15:00+00:00,2025-05-14 01:55:00+00:00,183.9,182.76,1.0,183.9,-1.359996,-0.007390867274089053,exit_signal,40,False
SOL/USDT,2025-05-14 04:40:00+00:00,2025-05-14 05:50:00+00:00,181.73,182.85740244146487,1.0,181.73,0.90865,0.004997001798920648,roi,70,False
ETH/USDT,2025-05-14 04:40:00+00:00,2025-05-14 06:40:00+00:00,2664.18,2667.378935361217,0.07,186.4926,0.0,0.0,roi,120,False
ETH/USDT,2025-05-14 06:50:00+00:00,2025-05-14 07:20:00+00:00,2671.07,2657.91,0.07,186.9749,-1.14501716,-0.00612023625450797,exit_signal,30,False
SOL/USDT,2025-05-14 05:55:00+00:00,2025-05-14 07:25:00+00:00,183.19,181.73,1.0,183.19,-1.678952,-0.009159589676621453,exit_signal,90,False
SOL/USDT,2025-05-14 10:25:00+00:00,2025-05-14 11:00:00+00:00,180.68,179.32,1.0,180.68,-1.576,-0.008717373074052404,exit_signal,35,False
SOL/USDT,2025-05-14 11:35:00+00:00,2025-05-14 12:55:00+00:00,181.19,180.19,1.0,181.19,-1.216828,-0.006711729902287118,exit_signal,80,False
ETH/USDT,2025-05-15 00:40:00+00:00,2025-05-15 01:35:00+00:00,2635.56,2609.95,0.07,184.4892,-2.01301142,-0.010904726875055894,exit_signal,55,False
ETH/USDT,2025-05-16 02:25:00+00:00,2025-05-16 04:00:00+00:00,2569.38,2585.3197198318994,0.07,179.8566,0.899283,0.004997001798920648,roi,95,False
ETH/USDT,2025-05-16 04:05:00+00:00,2025-05-16 04:40:00+00:00,2582.78,2566.22,0.07,180.7946,-1.375458,-0.0076032869348307925,exit_signal,35,False
SOL/USDT,2025-05-16 05:25:00+00:00,2025-05-16 07:05:00+00:00,173.12,172.1,1.0,173.12,-1.227132,-0.007084081344169468,exit_signal,100,False
ETH/USDT,2025-05-16 06:00:00+00:00,2025-05-16 07:20:00+00:00,2593.21,2609.29755453272,0.07,181.5247,0.9076235,0.0049970017989206484,roi,80,False
ETH/USDT,2025-05-16 07:25:00+00:00,2025-05-16 08:25:00+00:00,2605.75,2568.61,0.07,182.4025,-2.83081566,-0.015510303801135114,exit_signal,60,False
ETH/USDT,2025-05-16 09:10:00+00:00,2025-05-16 10:10:00+00:00,2602.05,2618.1923954372623,0.07,182.1435,0.9107175,0.004997001798920648,roi,60,False
SOL/USDT,2025-05-16 10:00:00+00:00,2025-05-16 11:10:00+00:00,172.58,173.65063838302981,1.0,172.58,0.8629,0.004997001798920648,roi,70,False
ETH/USDT,2025-05-16 10:15:00+00:00,2025-05-16 11:15:00+00:00,2616.36,2632.5911707024216,0.07,183.1452,0.915726,0.004997001798920648,roi,60,False
ETH/USDT,2025-05-16 11:20:00+00:00,2025-05-16 12:20:00+00:00,2632.48,2610.98,0.07,184.2736,-1.72522532,-0.009356689213846638,exit_signal,60,False
SOL/USDT,2025-05-16 11:15:00+00:00,2025-05-16 13:00:00+00:00,173.58,172.05,1.0,173.58,-1.737378,-0.010003089055657515,exit_signal,105,False
SOL/USDT,2025-05-16 13:40:00+00:00,2025-05-16 14:15:00+00:00,173.79,172.5,1.0,173.79,-1.497774,-0.008613130067755997,exit_signal,35,False
ETH/USDT,2025-05-16 16:05:00+00:00,2025-05-16 16:20:00+00:00,2598.7,2580.24,0.07,181.909,-1.50971548,-0.008294313056988219,exit_signal,15,False
ETH/USDT,2025-05-16 17:20:00+00:00,2025-05-16 17:40:00+00:00,2592.11,2579.15,0.07,181.4477,-1.12439292,-0.006193072101695022,exit_signal,20,False
SOL/USDT,2025-05-18 08:15:00+00:00,2025-05-18 10:15:00+00:00,171.2,171.47,1.0,171.2,0.064398,0.0003759309834659952,roi,120,False
ETH/USDT,2025-05-18 14:00:00+00:00,2025-05-18 15:00:00+00:00,2541.89,2557.6591795077043,0.07,177.9323,0.8896615,0.004997001798920648,roi,60,False
SOL/USDT,2025-05-18 14:40:00+00:00,2025-05-18 15:40:00+00:00,174.37,175.45174304582747,1.0,174.37,0.87185,0.004997001798920648,roi,60,False
ETH/USDT,2025-05-18 15:05:00+00:00,2025-05-18 15:50:00+00:00,2555.9,2584.5432659595763,0.07,178.913,1.78913,0.009994003597841297,roi,45,False
SOL/USDT,2025-05-18 15:45:00+00:00,2025-05-18 16:55:00+00:00,175.29,176.37745047028216,1.0,175.29,0.858826,0.004896520128883364,roi,70,False
ETH/USDT,2025-05-18 15:55:00+00:00,2025-05-18 17:30:00+00:00,2579.72,2541.0,0.07,180.5804,-2.943521,-0.016290560583718614,exit_signal,95,False
SOL/USDT,2025-05-18 17:00:00+00:00,2025-05-18 17:30:00+00:00,175.77,174.73,1.0,175.77,-1.2503,-0.007109007622677915,exit_signal,30,False
BTC/USDT,2025-05-18 22:55:00+00:00,2025-05-18 23:55:00+00:00,105591.9,106434.0,0.001,105.5919,0.71488446,0.006766198794870471,roi,60,False
BTC/USDT,2025-05-19 00:00:00+00:00,2025-05-19 00:45:00+00:00,106428.1,105487.7,0.001,106.4281,-1.0781929,-0.010124641632958719,exit_signal,45,False
ETH/USDT,2025-05-19 15:40:00+00:00,2025-05-19 16:40:00+00:00,2460.0,2475.2611566940163,0.07,172.2,0.84374213,0.0048968419761151434,roi,60,False
ETH/USDT,2025-05-19 16:45:00+00:00,2025-05-19 17:05:00+00:00,2476.17,2528.6963197918753,0.07,173.3319,3.466638,0.01998800719568259,roi,20,False
ETH/USDT,2025-05-19 17:10:00+00:00,2025-05-19 18:35:00+00:00,2539.54,2479.98,0.07,177.7678,-4.38001984,-0.024624219931605306,exit_signal,85,False
SOL/USDT,2025-05-19 19:35:00+00:00,2025-05-19 20:25:00+00:00,165.69,167.54684210526315,1.1,182.259,1.82259,0.009994003597841293,roi,50,False
ETH/USDT,2025-05-19 19:35:00+00:00,2025-05-19 20:40:00+00:00,2513.72,2529.314420652391,0.07,175.9604,0.879802,0.004997001798920648,roi,65,False
SOL/USDT,2025-05-19 20:30:00+00:00,2025-05-19 21:10:00+00:00,167.14,165.5,1.1,183.854,-2.0235424,-0.010999646472736197,exit_signal,40,False
ETH/USDT,2025-05-19 20:45:00+00:00,2025-05-19 21:30:00+00:00,2524.03,2503.8,0.07,176.6821,-1.62726886,-0.009204628449342125,exit_signal,45,False
ETH/USDT,2025-05-19 23:10:00+00:00,2025-05-20 00:10:00+00:00,2515.56,2535.7,0.07,176.0892,1.17995591,0.006696880677426043,roi,60,False
SOL/USDT,2025-05-19 23:10:00+00:00,2025-05-20 00:10:00+00:00,166.44,167.4725475285171,1.1,183.084,0.8970764,0.00489686961675434,roi,60,False
ETH/USDT,2025-05-20 00:15:00+00:00,2025-05-20 01:00:00+00:00,2542.99,2514.51,0.07,178.0093,-2.206015,-0.012385264054682458,exit_signal,45,False
SOL/USDT,2025-05-20 00:20:00+00:00,2025-05-20 01:40:00+00:00,169.34,170.3905383229938,1.0,169.34,0.8467,0.004997001798920648,roi,80,False
SOL/USDT,2025-05-20 01:45:00+00:00,2025-05-20 02:25:00+00:00,169.71,172.84,1.0,169.71,2.92447,0.017221827648211025,roi,40,False
BTC/USDT,2025-05-20 01:55:00+00:00,2025-05-20 02:55:00+00:00,106576.3,106038.0,0.001,106.5763,-0.66586858,-0.006244064566146014,exit_signal,60,False
ETH/USDT,2025-05-20 02:15:00+00:00,2025-05-20 03:15:00+00:00,2560.52,2576.4047548529115,0.07,179.2364,0.896182,0.004997001798920648,roi,60,False
SOL/USDT,2025-05-20 02:30:00+00:00,2025-05-20 03:35:00+00:00,171.47,168.7,1.0,171.47,-2.974102,-0.01733433608698139,exit_signal,65,False
SOL/USDT,2025-05-20 04:50:00+00:00,2025-05-20 06:00:00+00:00,169.79,169.21,1.0,169.79,-0.7834,-0.0046111681598144,exit_signal,70,False
ETH/USDT,2025-05-20 04:50:00+00:00,2025-05-20 06:05:00+00:00,2567.75,2555.07,0.07,179.7425,-1.10275844,-0.006131533619989625,exit_signal,75,False
BTC/USDT,2025-05-20 20:50:00+00:00,2025-05-20 21:30:00+00:00,107183.9,106266.0,0.001,107.1839,-1.04596994,-0.009752796216217028,exit_signal,40,False
SOL/USDT,2025-05-20 20:40:00+00:00,2025-05-20 22:10:00+00:00,167.95,167.24,1.0,167.95,-0.911114,-0.005421659180734489,exit_signal,90,False
ETH/USDT,2025-05-20 23:00:00+00:00,2025-05-21 00:10:00+00:00,2515.19,2530.7935401240743,0.07,176.0633,0.86498956,0.004910000422992843,roi,70,False
SOL/USDT,2025-05-20 23:10:00+00:00,2025-05-21 01:10:00+00:00,168.06,168.65,1.0,168.06,0.38085512,0.0022648265140641903,roi,120,False
ETH/USDT,2025-05-21 01:15:00+00:00,2025-05-21 02:05:00+00:00,2537.14,2524.3,0.07,177.5998,-1.11138048,-0.006254027603460469,exit_signal,50,False
SOL/USDT,2025-05-21 01:35:00+00:00,2025-05-21 02:05:00+00:00,168.68,167.82,1.0,168.68,-1.0619,-0.006291577199755556,exit_signal,30,False
SOL/USDT,2025-05-21 02:40:00+00:00,2025-05-21 03:40:00+00:00,168.72,170.12,1.0,168.72,1.196696,0.0070885396689913975,roi,60,False
ETH/USDT,2025-05-21 03:35:00+00:00,2025-05-21 05:10:00+00:00,2549.79,2565.608188913348,0.07,178.4853,0.8924265,0.004997001798920648,roi,95,False
SOL/USDT,2025-05-21 03:50:00+00:00,2025-05-21 05:20:00+00:00,170.48,171.53761056633977,1.0,170.48,0.8524,0.004997001798920648,roi,90,False
ETH/USDT,2025-05-21 05:15:00+00:00,2025-05-21 05:55:00+00:00,2563.0,2593.92,0.07,179.41,1.94780936,0.01085023897873527,roi,40,False
SOL/USDT,2025-05-21 05:25:00+00:00,2025-05-21 07:15:00+00:00,171.46,169.93,1.0,171.46,-1.734834,-0.010111942865774761,exit_signal,110,False
ETH/USDT,2025-05-21 06:00:00+00:00,2025-05-21 07:15:00+00:00,2592.91,2571.11,0.07,181.5037,-1.74288884,-0.00959673953621741,exit_signal,75,False
ETH/USDT,2025-05-21 11:10:00+00:00,2025-05-21 12:05:00+00:00,2537.5,2531.42,0.07,177.625,-0.63849464,-0.003592465998233572,exit_signal,55,False
SOL/USDT,2025-05-21 11:10:00+00:00,2025-05-21 12:15:00+00:00,168.75,169.79687812687612,1.0,168.75,0.84375,0.004997001798920648,roi,65,False
ETH/USDT,2025-05-21 12:20:00+00:00,2025-05-21 13:10:00+00:00,2541.93,2531.57,0.07,177.9351,-0.938287,-0.005270035902870044,exit_signal,50,False
SOL/USDT,2025-05-21 12:20:00+00:00,2025-05-21 13:15:00+00:00,169.86,168.7,1.0,169.86,-1.363136,-0.008020243782142347,exit_signal,55,False
ETH/USDT,2025-05-21 13:45:00+00:00,2025-05-21 14:35:00+00:00,2550.4,2534.58,0.07,178.528,-1.32096916,-0.007394789914006427,exit_signal,50,False
SOL/USDT,2025-05-21 13:40:00+00:00,2025-05-21 14:40:00+00:00,169.39,170.44084850910545,1.0,169.39,0.84695,0.004997001798920648,roi,60,False
BTC/USDT,2025-05-21 14:45:00+00:00,2025-05-21 15:25:00+00:00,107733.3,109212.5,0.001,107.7333,1.34903252,0.012514455473363304,roi,40,False
SOL/USDT,2025-05-21 14:45:00+00:00,2025-05-21 15:25:00+00:00,170.69,172.99,1.0,170.69,2.093792,0.012259279853026727,roi,40,False
ETH/USDT,2025-05-21 14:50:00+00:00,2025-05-21 16:15:00+00:00,2557.1,2572.9635381228736,0.07,178.997,0.87702293,0.004896713530287834,roi,85,False
BTC/USDT,2025-05-21 15:40:00+00:00,2025-05-21 16:35:00+00:00,108436.8,109652.02129277567,0.001,108.4368,1.07976411,0.009951572160152184,roi,55,False
SOL/USDT,2025-05-21 16:35:00+00:00,2025-05-21 17:20:00+00:00,173.71,171.27,1.0,173.71,-2.646988,-0.015228834031110895,exit_signal,45,False
BTC/USDT,2025-05-21 16:40:00+00:00,2025-05-21 17:20:00+00:00,109470.5,108548.8,0.001,109.4705,-1.05251158,-0.009608802843953053,exit_signal,40,False
ETH/USDT,2025-05-21 16:40:00+00:00,2025-05-21 17:20:00+00:00,2596.8,2541.03,0.07,181.776,-4.11968886,-0.022649956698808812,exit_signal,40,False
BTC/USDT,2025-05-21 19:35:00+00:00,2025-05-21 21:05:00+00:00,107567.5,108234.81889133478,0.001,107.5675,0.5378375,0.004997001798920648,roi,90,False
SOL/USDT,2025-05-21 22:25:00+00:00,2025-05-21 23:20:00+00:00,170.76,172.67366019611768,1.0,170.76,1.7076,0.009994003597841295,roi,55,False
SOL/USDT,2025-05-21 23:25:00+00:00,2025-05-22 01:00:00+00:00,174.47,175.55236341805085,1.0,174.47,0.8549995,0.004897614534964469,roi,95,False
BTC/USDT,2025-05-21 23:30:00+00:00,2025-05-22 01:00:00+00:00,109719.5,110400.16930158096,0.001,109.7195,0.53986497,0.004917459934221795,roi,90,False
ETH/USDT,2025-05-22 00:25:00+00:00,2025-05-22 01:30:00+00:00,2577.62,2593.6108385031016,0.07,180.4334,0.902167,0.004997001798920648,roi,65,False
BTC/USDT,2025-05-22 01:05:00+00:00,2025-05-22 03:05:00+00:00,110500.0,110632.67960776466,0.001,110.5,0.0,0.0,roi,120,False
ETH/USDT,2025-05-22 02:45:00+00:00,2025-05-22 03:35:00+00:00,2589.41,2618.428803281969,0.07,181.2587,1.812587,0.009994003597841295,roi,50,False
SOL/USDT,2025-05-22 02:55:00+00:00,2025-05-22 03:45:00+00:00,174.53,176.48590954572742,1.0,174.53,1.7453,0.009994003597841297,roi,50,False
ETH/USDT,2025-05-22 03:40:00+00:00,2025-05-22 04:40:00+00:00,2612.6,2628.807844706824,0.07,182.882,0.91441,0.004997001798920647,roi,60,False
BTC/USDT,2025-05-22 03:45:00+00:00,2025-05-22 05:45:00+00:00,111280.5,111414.11677006204,0.001,111.2805,0.0,0.0,roi,120,False
SOL/USDT,2025-05-22 03:50:00+00:00,2025-05-22 06:00:00+00:00,177.09,175.83,1.0,177.09,-1.471752,-0.00830577377781361,exit_signal,130,False
ETH/USDT,2025-05-22 05:20:00+00:00,2025-05-22 06:00:00+00:00,2635.01,2608.17,0.06,158.1006,-1.79915448,-0.011372984255715844,exit_signal,40,False
ETH/USDT,2025-05-22 07:20:00+00:00,2025-05-22 08:15:00+00:00,2626.98,2656.4198399039424,0.06,157.6188,1.56038262,0.009893787745046293,roi,55,False
SOL/USDT,2025-05-22 07:20:00+00:00,2025-05-22 08:15:00+00:00,176.96,178.94314188513107,1.0,176.96,1.751756,0.00989322771617319,roi,55,False
SOL/USDT,2025-05-22 08:20:00+00:00,2025-05-22 10:10:00+00:00,179.26,178.62,1.0,179.26,-0.854728,-0.004765231901805029,exit_signal,110,False
ETH/USDT,2025-05-22 08:20:00+00:00,2025-05-22 10:50:00+00:00,2678.69,2654.33,0.06,160.7214,-1.65358872,-0.010282371617612703,exit_signal,150,False
ETH/USDT,2025-05-22 14:05:00+00:00,2025-05-22 15:30:00+00:00,2658.6,2675.0932159295576,0.06,159.516,0.79758,0.004997001798920647,roi,85,False
SOL/USDT,2025-05-22 14:35:00+00:00,2025-05-22 16:15:00+00:00,178.92,180.02996998198918,1.0,178.92,0.8767058,0.004897049474317198,roi,100,False
ETH/USDT,2025-05-22 15:40:00+00:00,2025-05-22 16:30:00+00:00,2673.76,2650.43,0.06,160.4256,-1.60744926,-0.010013896589937846,exit_signal,50,False
SOL/USDT,2025-05-22 16:20:00+00:00,2025-05-22 16:35:00+00:00,179.48,178.27,1.0,179.48,-1.42465,-0.007932893484323935,exit_signal,15,False
ETH/USDT,2025-05-22 17:20:00+00:00,2025-05-22 17:50:00+00:00,2666.7,2652.01,0.06,160.002,-1.07287356,-0.006701355119729002,exit_signal,30,False
SOL/USDT,2025-05-22 17:25:00+00:00,2025-05-22 19:05:00+00:00,179.77,178.52,1.0,179.77,-1.464974,-0.008144270694077964,exit_signal,100,False
ETH/USDT,2025-05-22 18:35:00+00:00,2025-05-22 19:05:00+00:00,2666.23,2649.53,0.06,159.9738,-1.19336736,-0.007455294360317983,exit_signal,30,False
ETH/USDT,2025-05-22 22:10:00+00:00,2025-05-22 22:55:00+00:00,2643.02,2633.6,0.06,158.5812,-0.75515832,-0.004759110769132652,exit_signal,45,False
SOL/USDT,2025-05-23 00:15:00+00:00,2025-05-23 01:25:00+00:00,181.12,182.24361817090252,1.0,181.12,0.9056,0.004997001798920648,roi,70,False
ETH/USDT,2025-05-23 00:50:00+00:00,2025-05-23 02:05:00+00:00,2672.17,2688.7474004402643,0.06,160.3302,0.801651,0.0049970017989206484,roi,75,False
SOL/USDT,2025-05-23 01:30:00+00:00,2025-05-23 02:20:00+00:00,182.36,184.40365819491694,1.0,182.36,1.8236,0.009994003597841297,roi,50,False
ETH/USDT,2025-05-23 02:15:00+00:00,2025-05-23 03:30:00+00:00,2701.81,2718.57127876726,0.06,162.1086,0.810543,0.004997001798920648,roi,75,False
SOL/USDT,2025-05-23 02:25:00+00:00,2025-05-23 03:55:00+00:00,184.13,185.2722913748249,0.9,165.717,0.828585,0.004997001798920648,roi,90,False
SOL/USDT,2025-05-23 07:20:00+00:00,2025-05-23 08:20:00+00:00,182.03,183.46,1.0,182.03,1.1924585,0.006546961786121208,roi,60,False
SOL/USDT,2025-05-23 08:25:00+00:00,2025-05-23 09:05:00+00:00,183.99,186.47,0.9,165.591,2.0319516,0.012263547898762238,roi,40,False
ETH/USDT,2025-05-23 08:40:00+00:00,2025-05-23 09:45:00+00:00,2671.42,2687.9927476485896,0.06,160.2852,0.801426,0.004997001798920647,roi,65,False
ETH/USDT,2025-05-23 09:50:00+00:00,2025-05-23 10:15:00+00:00,2686.41,2664.9,0.06,161.1846,-1.48324716,-0.009196646238863938,exit_signal,25,False
SOL/USDT,2025-05-23 09:10:00+00:00,2025-05-23 11:10:00+00:00,186.76,185.16,0.9,168.084,-1.6408368,-0.00975615102131696,exit_signal,120,False
SOL/USDT,2025-05-25 22:45:00+00:00,2025-05-25 23:45:00+00:00,174.0,175.32,1.0,174.0,1.110408,0.006377828475328596,roi,60,False
ETH/USDT,2025-05-25 22:10:00+00:00,2025-05-25 23:55:00+00:00,2537.72,2553.463309985991,0.07,177.6404,0.888202,0.0049970017989206484,roi,105,False
SOL/USDT,2025-05-26 00:30:00+00:00,2025-05-26 01:35:00+00:00,175.65,176.73968381028618,1.0,175.65,0.87825,0.004997001798920648,roi,65,False
ETH/USDT,2025-05-26 00:05:00+00:00,2025-05-26 02:05:00+00:00,2551.5,2559.86,0.07,178.605,0.37052288,0.0020732941383514,roi,120,False
ETH/USDT,2025-05-26 07:20:00+00:00,2025-05-26 08:40:00+00:00,2591.4,2570.96,0.07,181.398,-1.66568052,-0.009176957358809999,exit_signal,80,False
SOL/USDT,2025-05-26 13:35:00+00:00,2025-05-26 13:55:00+00:00,177.93,176.66,1.0,177.93,-1.482754,-0.008328358798804907,exit_signal,20,False
SOL/USDT,2025-05-26 15:25:00+00:00,2025-05-26 16:20:00+00:00,177.25,176.11,1.0,177.25,-1.35863582,-0.007660485908736845,exit_signal,55,False
ETH/USDT,2025-05-26 15:45:00+00:00,2025-05-26 16:25:00+00:00,2560.8,2544.3,0.07,179.256,-1.38473508,-0.007720270100625393,exit_signal,40,False
ETH/USDT,2025-05-26 22:15:00+00:00,2025-05-26 23:25:00+00:00,2575.58,2555.0,0.07,180.2906,-1.65608436,-0.009180130884343775,exit_signal,70,False
ETH/USDT,2025-05-27 06:15:00+00:00,2025-05-27 07:00:00+00:00,2599.46,2569.13,0.07,181.9622,-2.34018078,-0.012853095387349156,exit_signal,45,False
ETH/USDT,2025-05-27 07:35:00+00:00,2025-05-27 08:15:00+00:00,2598.98,2628.106051630978,0.07,181.9286,1.80103959,0.0098937693921212,roi,40,False
SOL/USDT,2025-05-27 08:35:00+00:00,2025-05-27 09:25:00+00:00,175.66,175.03,1.0,175.66,-0.840414,-0.004781453113785833,exit_signal,50,False
ETH/USDT,2025-05-27 08:30:00+00:00,2025-05-27 10:30:00+00:00,2637.2,2640.3665399239544,0.06,158.232,0.0,0.0,roi,120,False
ETH/USDT,2025-05-27 12:30:00+00:00,2025-05-27 13:15:00+00:00,2647.04,2676.7046467880728,0.06,158.8224,1.588224,0.009994003597841297,roi,45,False
SOL/USDT,2025-05-27 13:10:00+00:00,2025-05-27 14:25:00+00:00,177.48,177.14,1.0,177.48,-0.552772,-0.003112691771910034,exit_signal,75,False
ETH/USDT,2025-05-27 13:20:00+00:00,2025-05-27 14:35:00+00:00,2678.78,2645.82,0.06,160.7268,-2.1692856,-0.01348863294182757,exit_signal,75,False
ETH/USDT,2025-05-27 14:50:00+00:00,2025-05-27 16:45:00+00:00,2666.37,2682.9114188513104,0.06,159.9822,0.79575982,0.00497106959655358,roi,115,False
SOL/USDT,2025-05-27 15:45:00+00:00,2025-05-27 17:05:00+00:00,178.0,179.1042625575345,1.0,178.0,0.872166,0.004896870866244299,roi,80,False
BTC/USDT,2025-05-27 15:45:00+00:00,2025-05-27 17:45:00+00:00,109942.9,110273.7,0.001,109.9429,0.19629104,0.0017843201880103304,roi,120,False
ETH/USDT,2025-05-27 16:50:00+00:00,2025-05-27 17:50:00+00:00,2681.41,2709.36,0.06,160.8846,1.48293228,0.009211839132940625,roi,60,False
SOL/USDT,2025-05-27 17:10:00+00:00,2025-05-27 19:10:00+00:00,178.91,179.22,1.0,178.91,0.095122,0.0005313563301290367,roi,120,False
SOL/USDT,2025-05-27 19:15:00+00:00,2025-05-27 19:45:00+00:00,179.01,178.03,1.0,179.01,-1.194224,-0.006667269399825945,exit_signal,30,False
ETH/USDT,2025-05-27 20:15:00+00:00,2025-05-27 20:35:00+00:00,2688.3,2677.5,0.06,161.298,-0.8411688,-0.005211871203357664,exit_signal,20,False
ETH/USDT,2025-05-28 12:25:00+00:00,2025-05-28 13:35:00+00:00,2671.44,2688.012871723034,0.06,160.2864,0.801432,0.004997001798920648,roi,70,False
ETH/USDT,2025-05-28 13:40:00+00:00,2025-05-28 14:05:00+00:00,2685.21,2648.34,0.06,161.1126,-2.4042078,-0.01491358304884789,exit_signal,25,False
ETH/USDT,2025-05-28 23:30:00+00:00,2025-05-29 00:30:00+00:00,2676.91,2701.79,0.06,160.6146,1.28308278,0.007983790962744491,roi,60,False
ETH/USDT,2025-05-29 00:50:00+00:00,2025-05-29 02:25:00+00:00,2710.44,2727.2548168901344,0.06,162.6264,0.813132,0.004997001798920648,roi,95,False
ETH/USDT,2025-05-29 02:30:00+00:00,2025-05-29 03:30:00+00:00,2745.13,2762.160024014409,0.06,164.7078,0.823539,0.004997001798920648,roi,60,False
SOL/USDT,2025-05-29 02:30:00+00:00,2025-05-29 04:15:00+00:00,173.31,173.16,1.0,173.31,-0.357882,-0.0020637435783293742,exit_signal,105,False
ETH/USDT,2025-05-29 07:25:00+00:00,2025-05-29 08:05:00+00:00,2733.59,2715.9,0.06,164.0154,-1.27396332,-0.0077626820430263515,exit_signal,40,False
ETH/USDT,2025-06-01 16:20:00+00:00,2025-06-01 18:10:00+00:00,2533.37,2528.61,0.07,177.3359,-0.54580316,-0.003075947253067849,exit_signal,110,False
SOL/USDT,2025-06-01 17:05:00+00:00,2025-06-01 18:25:00+00:00,156.02,155.34,1.1,171.622,-0.9534976,-0.005552469056958339,exit_signal,80,False
SOL/USDT,2025-06-01 21:35:00+00:00,2025-06-01 23:05:00+00:00,156.84,157.81299179507704,1.1,172.524,0.86262,0.0049970017989206484,roi,90,False
SOL/USDT,2025-06-01 23:25:00+00:00,2025-06-02 01:05:00+00:00,157.15,158.1249149489694,1.1,172.865,0.84698779,0.004896768588544614,roi,100,False
SOL/USDT,2025-06-02 01:10:00+00:00,2025-06-02 02:10:00+00:00,158.52,157.42,1.1,174.372,-1.4185204,-0.008130145884208058,exit_signal,60,False
SOL/USDT,2025-06-02 07:10:00+00:00,2025-06-02 08:00:00+00:00,156.23,155.45,1.1,171.853,-1.06791699,-0.00621040438063685,exit_signal,50,False
ETH/USDT,2025-06-02 15:30:00+00:00,2025-06-02 17:30:00+00:00,2538.7,2543.66,0.07,177.709,0.1159382,0.0006520135659574044,roi,120,False
ETH/USDT,2025-06-02 18:05:00+00:00,2025-06-02 18:50:00+00:00,2548.39,2540.36,0.07,178.3873,-0.7758275,-0.004346510556695582,exit_signal,45,False
ETH/USDT,2025-06-02 22:15:00+00:00,2025-06-02 23:05:00+00:00,2571.01,2599.822599559736,0.07,179.9707,1.799707,0.009994003597841295,roi,50,False
SOL/USDT,2025-06-02 22:05:00+00:00,2025-06-02 23:40:00+00:00,155.96,156.92753251951171,1.1,171.556,0.85778,0.004997001798920648,roi,95,False
ETH/USDT,2025-06-02 23:10:00+00:00,2025-06-03 00:10:00+00:00,2596.38,2612.4872203321997,0.07,181.7466,0.89048435,0.004896654901781584,roi,60,False
SOL/USDT,2025-06-02 23:50:00+00:00,2025-06-03 00:35:00+00:00,157.04,158.79990394236543,1.1,172.744,1.72206551,0.009962909798695413,roi,45,False
SOL/USDT,2025-06-03 00:40:00+00:00,2025-06-03 01:25:00+00:00,158.6,160.37738643185912,1.1,174.46,1.7446,0.009994003597841295,roi,45,False
ETH/USDT,2025-06-03 00:15:00+00:00,2025-06-03 01:30:00+00:00,2615.78,2632.0075725435263,0.06,156.9468,0.784734,0.004997001798920648,roi,75,False
