pair,trades,profit_pct,pf,winrate_pct
BTC/USDT:USDT,1082.0,-20.411276108,0.35094988780968717,25.41589648798521
ETH/USDT:USDT,1699.0,-28.866260331,0.5482898374452252,39.49381989405533
SOL/USDT:USDT,1753.0,-28.114188371999997,0.6109031045816757,42.213348545350826
