pair,trades,profit_pct,pf,winrate_pct
BTC/USDT:USDT,644.0,-14.401590335,0.24297485371789557,23.136645962732917
ETH/USDT:USDT,604.0,-17.03131952,0.5111627689006366,38.41059602649007
SOL/USDT:USDT,676.0,-16.895810417,0.5969994732563488,43.49112426035503
