open_date,close_date,pair,stake_amount,profit_abs,profit_ratio
2025-06-10 11:05:00+00:00,2025-06-10 11:20:00+00:00,SOL/USDT:USDT,315.14,-2.859656,-0.00907968783300824
2025-06-10 11:20:00+00:00,2025-06-10 11:30:00+00:00,BTC/USDT:USDT,219.198,-0.07495052,-0.0003417256391664505
2025-06-10 11:30:00+00:00,2025-06-10 11:35:00+00:00,SOL/USDT:USDT,318.74,1.91244,0.005996402158704777
2025-06-10 13:15:00+00:00,2025-06-10 13:30:00+00:00,SOL/USDT:USDT,323.0,-2.106568,-0.006517971569999177
2025-06-10 13:35:00+00:00,2025-06-10 13:50:00+00:00,BTC/USDT:USDT,218.7518,0.49375132,0.002258485409716352
2025-06-10 13:45:00+00:00,2025-06-10 13:55:00+00:00,ETH/USDT:USDT,299.2,-2.38865704,-0.00798827237518982
2025-06-10 13:45:00+00:00,2025-06-10 14:25:00+00:00,SOL/USDT:USDT,316.7,0.9501,0.003001801080648389
2025-06-10 14:30:00+00:00,2025-06-10 14:45:00+00:00,BTC/USDT:USDT,217.58,0.18757304,0.000862605255036467
2025-06-10 14:35:00+00:00,2025-06-10 15:05:00+00:00,SOL/USDT:USDT,314.82,0.882972,0.0028063722166976573
2025-06-10 18:45:00+00:00,2025-06-10 18:45:00+00:00,SOL/USDT:USDT,317.78,1.90668,0.005996402158704777
2025-06-10 18:50:00+00:00,2025-06-10 19:05:00+00:00,BTC/USDT:USDT,218.2802,0.10924092,0.0005001617863239511
2025-06-10 18:50:00+00:00,2025-06-10 19:20:00+00:00,ETH/USDT:USDT,303.688,0.911064,0.0029982010793523886
2025-06-10 22:05:00+00:00,2025-06-10 22:05:00+00:00,ETH/USDT:USDT,306.9704,1.8418224,0.005996402158704777
2025-06-10 22:10:00+00:00,2025-06-10 22:35:00+00:00,BTC/USDT:USDT,220.058,-0.58227856,-0.0026444364774676895
2025-06-10 23:45:00+00:00,2025-06-11 00:00:00+00:00,BTC/USDT:USDT,220.2494,-0.07463157,-0.00033864708784339225
2025-06-11 00:05:00+00:00,2025-06-11 00:25:00+00:00,SOL/USDT:USDT,314.089,-1.8200404,-0.0057911898556831055
2025-06-11 01:10:00+00:00,2025-06-11 01:15:00+00:00,SOL/USDT:USDT,311.144,-1.3049314,-0.004196496891784313
2025-06-11 01:10:00+00:00,2025-06-11 02:10:00+00:00,BTC/USDT:USDT,219.26,-0.603316,-0.0027532527908608706
2025-06-11 01:10:00+00:00,2025-06-11 02:10:00+00:00,ETH/USDT:USDT,306.372,-1.8535374,-0.00605358906856393
2025-06-11 02:10:00+00:00,2025-06-11 02:40:00+00:00,SOL/USDT:USDT,314.773,-3.5678124,-0.011327759992763925
2025-06-11 02:50:00+00:00,2025-06-11 03:05:00+00:00,ETH/USDT:USDT,305.0905,-1.5603247,-0.005117371589328821
2025-06-11 04:35:00+00:00,2025-06-11 05:10:00+00:00,ETH/USDT:USDT,307.8966,-1.5699552,-0.00509591139273693
2025-06-11 05:05:00+00:00,2025-06-11 05:35:00+00:00,BTC/USDT:USDT,218.9748,-0.27037432,-0.0012354692959426889
2025-06-11 05:10:00+00:00,2025-06-11 06:05:00+00:00,SOL/USDT:USDT,312.531,-2.0670518,-0.00661788038839475
2025-06-11 06:20:00+00:00,2025-06-11 07:00:00+00:00,ETH/USDT:USDT,306.2378,-1.14014868,-0.003725317971550033
2025-06-11 07:05:00+00:00,2025-06-11 07:30:00+00:00,BTC/USDT:USDT,219.3276,-0.5102448,-0.002325009878820455
2025-06-11 06:25:00+00:00,2025-06-11 07:45:00+00:00,SOL/USDT:USDT,316.122,0.948366,0.002998201079352389
2025-06-11 07:40:00+00:00,2025-06-11 08:00:00+00:00,ETH/USDT:USDT,308.0594,-1.49828315,-0.004860701277638335
2025-06-11 07:50:00+00:00,2025-06-11 08:15:00+00:00,SOL/USDT:USDT,317.262,-1.41876002,-0.004469206127539191
2025-06-11 09:45:00+00:00,2025-06-11 10:15:00+00:00,SOL/USDT:USDT,314.127,0.942381,0.003001801080648389
2025-06-11 09:35:00+00:00,2025-06-11 10:35:00+00:00,BTC/USDT:USDT,218.66,-0.1563284,-0.0007153674808012952
2025-06-11 12:05:00+00:00,2025-06-11 12:20:00+00:00,ETH/USDT:USDT,305.4975,-1.2515657,-0.00409435498121417
2025-06-11 12:25:00+00:00,2025-06-11 12:35:00+00:00,BTC/USDT:USDT,218.1284,-1.58214584,-0.007257632190115781
2025-06-11 14:15:00+00:00,2025-06-11 14:25:00+00:00,BTC/USDT:USDT,219.9014,0.36454104,0.001656753647462366
2025-06-11 14:20:00+00:00,2025-06-11 14:30:00+00:00,ETH/USDT:USDT,310.6345,1.863807,0.005996402158704777
2025-06-11 14:25:00+00:00,2025-06-11 15:00:00+00:00,SOL/USDT:USDT,318.307,-1.3883642,-0.004359098860507011
2025-06-11 15:35:00+00:00,2025-06-11 16:10:00+00:00,ETH/USDT:USDT,314.5142,-1.01414773,-0.003222555948940487
2025-06-11 16:10:00+00:00,2025-06-11 17:15:00+00:00,BTC/USDT:USDT,218.9314,-0.37118272,-0.001696447212862124
2025-06-11 17:45:00+00:00,2025-06-11 17:50:00+00:00,SOL/USDT:USDT,313.804,1.882824,0.006003602161296778
2025-06-11 18:00:00+00:00,2025-06-11 18:10:00+00:00,ETH/USDT:USDT,311.1471,1.8668826,0.006003602161296778
2025-06-11 17:45:00+00:00,2025-06-11 18:15:00+00:00,BTC/USDT:USDT,218.48,0.77404536,0.003544992978943719
2025-06-11 18:15:00+00:00,2025-06-11 18:55:00+00:00,ETH/USDT:USDT,308.9691,-2.34534696,-0.007595435961097096
2025-06-11 20:05:00+00:00,2025-06-11 20:20:00+00:00,ETH/USDT:USDT,307.3631,-2.58336364,-0.008409970451082945
2025-06-11 21:15:00+00:00,2025-06-11 21:30:00+00:00,BTC/USDT:USDT,218.3392,-1.00076352,-0.004580778082666016
2025-06-11 21:15:00+00:00,2025-06-11 21:30:00+00:00,ETH/USDT:USDT,311.322,-1.72467526,-0.005536521914142872
2025-06-11 22:25:00+00:00,2025-06-11 23:00:00+00:00,BTC/USDT:USDT,216.3554,-0.70429312,-0.0032572145163455215
2025-06-12 00:25:00+00:00,2025-06-12 00:30:00+00:00,BTC/USDT:USDT,217.4002,-0.7050136,-0.0032409852681492676
2025-06-12 01:35:00+00:00,2025-06-12 01:55:00+00:00,ETH/USDT:USDT,303.226,-2.00055262,-0.006601523854165942
2025-06-12 03:20:00+00:00,2025-06-12 03:30:00+00:00,BTC/USDT:USDT,216.3606,0.41917432,0.0019385506214410165
2025-06-12 03:25:00+00:00,2025-06-12 03:45:00+00:00,ETH/USDT:USDT,302.5704,-2.5060695,-0.008287572229228822
2025-06-12 05:10:00+00:00,2025-06-12 05:30:00+00:00,SOL/USDT:USDT,317.4,-2.502152,-0.007888009428215215
2025-06-12 06:45:00+00:00,2025-06-12 06:50:00+00:00,BTC/USDT:USDT,215.8464,-0.41152412,-0.0019054167852132224
2025-06-12 06:40:00+00:00,2025-06-12 07:25:00+00:00,ETH/USDT:USDT,305.0124,-1.51592452,-0.004967062029916108
2025-06-12 07:40:00+00:00,2025-06-12 07:55:00+00:00,ETH/USDT:USDT,302.4483,0.76303722,0.0025243829017730112
2025-06-12 07:30:00+00:00,2025-06-12 08:05:00+00:00,SOL/USDT:USDT,301.663,0.90842644,0.003013202888965025
2025-06-12 07:40:00+00:00,2025-06-12 08:25:00+00:00,BTC/USDT:USDT,215.066,-0.73591731,-0.003423875114966035
2025-06-12 09:40:00+00:00,2025-06-12 10:05:00+00:00,SOL/USDT:USDT,303.696,-1.8265574,-0.006010820434666127
2025-06-12 09:55:00+00:00,2025-06-12 10:10:00+00:00,BTC/USDT:USDT,214.8992,-0.02974224,-0.00013848397787257738
2025-06-12 10:05:00+00:00,2025-06-12 10:35:00+00:00,ETH/USDT:USDT,302.0204,0.9060612,0.0030018010806483887
2025-06-12 10:25:00+00:00,2025-06-12 11:20:00+00:00,SOL/USDT:USDT,301.378,0.904134,0.003001801080648389
2025-06-12 12:10:00+00:00,2025-06-12 12:20:00+00:00,SOL/USDT:USDT,314.7,-1.458288,-0.004636680959958244
2025-06-12 12:45:00+00:00,2025-06-12 12:50:00+00:00,BTC/USDT:USDT,214.6742,-0.50226216,-0.002338245506027059
2025-06-12 13:30:00+00:00,2025-06-12 13:45:00+00:00,BTC/USDT:USDT,213.5742,-0.84684316,-0.003967480954827716
2025-06-12 13:40:00+00:00,2025-06-12 14:10:00+00:00,ETH/USDT:USDT,302.5275,0.9075825,0.002998201079352388
2025-06-12 14:05:00+00:00,2025-06-12 14:30:00+00:00,SOL/USDT:USDT,302.461,1.814766,0.005996402158704777
2025-06-12 14:15:00+00:00,2025-06-12 15:20:00+00:00,ETH/USDT:USDT,303.6583,-0.47432396,-0.001561095271488489
2025-06-12 14:15:00+00:00,2025-06-12 15:25:00+00:00,BTC/USDT:USDT,214.8744,-0.44313804,-0.002061075291472758
2025-06-12 15:30:00+00:00,2025-06-12 15:50:00+00:00,SOL/USDT:USDT,300.675,1.80405,0.006003602161296777
2025-06-12 15:50:00+00:00,2025-06-12 15:55:00+00:00,ETH/USDT:USDT,300.7015,1.804209,0.006003602161296777
2025-06-12 15:55:00+00:00,2025-06-12 16:10:00+00:00,BTC/USDT:USDT,213.8652,-1.02194562,-0.004781325598990842
2025-06-12 17:20:00+00:00,2025-06-12 17:40:00+00:00,SOL/USDT:USDT,302.575,0.9091462,0.0030028952801003854
2025-06-12 17:20:00+00:00,2025-06-12 18:10:00+00:00,ETH/USDT:USDT,303.699,-1.6726534,-0.005504300013349228
2025-06-12 18:45:00+00:00,2025-06-12 19:15:00+00:00,BTC/USDT:USDT,215.0992,-0.57911152,-0.0026939160885643015
2025-06-12 18:30:00+00:00,2025-06-12 19:30:00+00:00,ETH/USDT:USDT,300.5651,-0.84386786,-0.00280928984998862
2025-06-12 18:45:00+00:00,2025-06-12 19:35:00+00:00,SOL/USDT:USDT,314.8,0.9444,0.0030018010806483887
2025-06-13 03:20:00+00:00,2025-06-13 03:25:00+00:00,BTC/USDT:USDT,312.5937,-0.5559039,-0.0017772928810318338
2025-06-13 03:55:00+00:00,2025-06-13 04:05:00+00:00,BTC/USDT:USDT,313.3467,-1.74349506,-0.0055607721103999265
2025-06-13 06:10:00+00:00,2025-06-13 06:50:00+00:00,SOL/USDT:USDT,315.568,-1.8315528,-0.005807472213389384
2025-06-13 06:20:00+00:00,2025-06-13 06:50:00+00:00,ETH/USDT:USDT,299.5728,-2.48236032,-0.008291308925170198
2025-06-13 06:25:00+00:00,2025-06-13 06:50:00+00:00,BTC/USDT:USDT,311.6784,-1.29646722,-0.004162128550905049
2025-06-13 06:55:00+00:00,2025-06-13 07:25:00+00:00,ETH/USDT:USDT,302.7744,0.9083232,0.002998201079352388
2025-06-13 06:55:00+00:00,2025-06-13 07:25:00+00:00,SOL/USDT:USDT,303.198,0.909594,0.0029982010793523886
2025-06-13 07:30:00+00:00,2025-06-13 08:05:00+00:00,SOL/USDT:USDT,304.416,0.91626172,0.003008095148167065
2025-06-13 07:00:00+00:00,2025-06-13 08:10:00+00:00,BTC/USDT:USDT,209.3646,0.61423788,0.002932059948363004
2025-06-13 07:30:00+00:00,2025-06-13 08:30:00+00:00,ETH/USDT:USDT,304.002,-0.78859339,-0.002592484647105566
2025-06-13 08:10:00+00:00,2025-06-13 08:45:00+00:00,SOL/USDT:USDT,305.991,-2.0251938,-0.006614506349378212
2025-06-13 10:05:00+00:00,2025-06-13 10:45:00+00:00,SOL/USDT:USDT,302.001,-1.581132,-0.005238662285056173
2025-06-13 11:05:00+00:00,2025-06-13 11:25:00+00:00,SOL/USDT:USDT,304.815,-2.0867448,-0.006841833583969495
2025-06-13 10:40:00+00:00,2025-06-13 11:35:00+00:00,ETH/USDT:USDT,303.2436,-0.66731016,-0.0021992550345385853
2025-06-13 11:05:00+00:00,2025-06-13 11:35:00+00:00,BTC/USDT:USDT,209.808,-0.81223312,-0.0038689948541360967
2025-06-13 11:55:00+00:00,2025-06-13 12:10:00+00:00,ETH/USDT:USDT,304.8084,1.05777528,0.0034682147716492014
2025-06-13 12:10:00+00:00,2025-06-13 12:40:00+00:00,BTC/USDT:USDT,210.0998,-0.53834792,-0.002560807316032846
2025-06-13 12:10:00+00:00,2025-06-13 12:45:00+00:00,SOL/USDT:USDT,306.285,-1.8576474,-0.006061457400499707
2025-06-13 13:40:00+00:00,2025-06-13 14:05:00+00:00,SOL/USDT:USDT,307.377,-3.1182018,-0.010138468398089382
2025-06-13 14:10:00+00:00,2025-06-13 14:20:00+00:00,ETH/USDT:USDT,303.7824,1.8226944,0.006003602161296777
2025-06-13 14:30:00+00:00,2025-06-13 14:45:00+00:00,SOL/USDT:USDT,302.4,-2.8423668,-0.009405004113579259
2025-06-13 14:05:00+00:00,2025-06-13 14:55:00+00:00,BTC/USDT:USDT,209.1058,-0.53970012,-0.0025825401996534213
2025-06-13 15:10:00+00:00,2025-06-13 15:30:00+00:00,BTC/USDT:USDT,210.6192,0.28773248,0.0013653073605520288
2025-06-13 15:10:00+00:00,2025-06-13 15:35:00+00:00,SOL/USDT:USDT,308.343,0.8052828,0.002610080073320851
2025-06-13 17:20:00+00:00,2025-06-13 17:40:00+00:00,SOL/USDT:USDT,307.083,-0.7047012,-0.002296200944255263
2025-06-13 17:20:00+00:00,2025-06-13 18:00:00+00:00,BTC/USDT:USDT,210.293,-0.59015416,-0.002808027205275722
2025-06-13 17:50:00+00:00,2025-06-13 18:00:00+00:00,SOL/USDT:USDT,305.382,-2.4467058,-0.008016761645489564
2025-06-13 17:30:00+00:00,2025-06-13 18:05:00+00:00,ETH/USDT:USDT,304.11,0.91233,0.003001801080648389
2025-06-13 18:35:00+00:00,2025-06-13 18:55:00+00:00,BTC/USDT:USDT,209.5676,-0.94949968,-0.004533476175864494
2025-06-13 18:35:00+00:00,2025-06-13 18:55:00+00:00,ETH/USDT:USDT,301.7184,-2.53176312,-0.008396183626367872
2025-06-13 18:20:00+00:00,2025-06-13 19:00:00+00:00,SOL/USDT:USDT,304.458,-1.3319292,-0.004377381567580361
2025-06-13 20:30:00+00:00,2025-06-13 20:40:00+00:00,SOL/USDT:USDT,306.726,1.840356,0.005996402158704777
2025-06-13 20:45:00+00:00,2025-06-13 22:00:00+00:00,ETH/USDT:USDT,306.1464,0.9184392,0.0029982010793523886
2025-06-13 20:45:00+00:00,2025-06-13 22:15:00+00:00,BTC/USDT:USDT,210.9168,0.16744736,0.0007934263739488871
2025-06-13 22:05:00+00:00,2025-06-13 22:20:00+00:00,SOL/USDT:USDT,295.44,-1.53382,-0.0051885332380317275
2025-06-13 23:05:00+00:00,2025-06-13 23:40:00+00:00,SOL/USDT:USDT,296.08,0.88824,0.0029982010793523886
2025-06-13 23:10:00+00:00,2025-06-14 00:00:00+00:00,BTC/USDT:USDT,211.6958,0.09493765,0.0004481936890909492
2025-06-14 01:05:00+00:00,2025-06-14 01:45:00+00:00,ETH/USDT:USDT,306.4308,-1.30668,-0.004266752815602127
2025-06-14 01:05:00+00:00,2025-06-14 01:50:00+00:00,SOL/USDT:USDT,294.74,0.88422,0.003001801080648389
2025-06-14 01:05:00+00:00,2025-06-14 02:25:00+00:00,BTC/USDT:USDT,211.0458,-0.0975616,-0.0004625544412789165
2025-06-14 02:35:00+00:00,2025-06-14 03:00:00+00:00,BTC/USDT:USDT,210.5736,-0.35474952,-0.0016856932564124805
2025-06-14 01:55:00+00:00,2025-06-14 03:05:00+00:00,SOL/USDT:USDT,308.301,-0.222873,-0.0007233411636110471
2025-06-14 03:15:00+00:00,2025-06-14 03:30:00+00:00,BTC/USDT:USDT,210.4438,-0.40682508,-0.0019343374411265894
2025-06-14 03:50:00+00:00,2025-06-14 04:25:00+00:00,ETH/USDT:USDT,305.7048,-0.77629128,-0.0025408738573965486
2025-06-14 06:20:00+00:00,2025-06-14 07:15:00+00:00,ETH/USDT:USDT,305.1732,0.47549688,0.0015590567894220259
2025-06-14 06:20:00+00:00,2025-06-14 07:20:00+00:00,SOL/USDT:USDT,307.104,0.7241304,0.002359347774966949
2025-06-14 06:20:00+00:00,2025-06-14 07:25:00+00:00,BTC/USDT:USDT,210.1976,0.20503708,0.0009760348172655796
2025-06-14 09:50:00+00:00,2025-06-14 10:15:00+00:00,SOL/USDT:USDT,304.626,-1.058967,-0.003478372698512255
2025-06-14 09:50:00+00:00,2025-06-14 10:25:00+00:00,ETH/USDT:USDT,302.7996,-0.71276904,-0.002355343131810296
2025-06-14 10:10:00+00:00,2025-06-14 10:25:00+00:00,BTC/USDT:USDT,209.577,-0.47342548,-0.0022603134209550385
2025-06-14 10:35:00+00:00,2025-06-14 10:40:00+00:00,BTC/USDT:USDT,210.123,-0.44343276,-0.0021090830603221426
2025-06-14 11:20:00+00:00,2025-06-14 11:40:00+00:00,ETH/USDT:USDT,304.5096,-1.14254496,-0.0037498320056035795
2025-06-14 11:20:00+00:00,2025-06-14 11:40:00+00:00,SOL/USDT:USDT,306.642,-1.2704286,-0.004140550870135363
2025-06-14 12:45:00+00:00,2025-06-14 13:00:00+00:00,BTC/USDT:USDT,209.5106,-0.7164916,-0.0034218877376697462
2025-06-14 12:45:00+00:00,2025-06-14 13:05:00+00:00,SOL/USDT:USDT,304.836,-1.584534,-0.005201109092019004
2025-06-14 13:05:00+00:00,2025-06-14 13:35:00+00:00,ETH/USDT:USDT,305.148,-1.48390656,-0.0048599917087774796
2025-06-14 15:30:00+00:00,2025-06-14 15:40:00+00:00,ETH/USDT:USDT,302.6004,0.43896048,0.0014514984593828862
2025-06-14 15:30:00+00:00,2025-06-14 15:40:00+00:00,SOL/USDT:USDT,304.038,0.5807214,0.0019111757149606796
2025-06-14 18:05:00+00:00,2025-06-14 18:20:00+00:00,SOL/USDT:USDT,303.807,-1.4139384,-0.004651277112352897
2025-06-14 18:10:00+00:00,2025-06-14 18:20:00+00:00,BTC/USDT:USDT,209.6398,-0.53979472,-0.0025733235644070135
2025-06-14 18:10:00+00:00,2025-06-14 18:20:00+00:00,ETH/USDT:USDT,302.0988,-1.17443112,-0.00388524179463698
2025-06-14 21:15:00+00:00,2025-06-14 21:55:00+00:00,BTC/USDT:USDT,209.9618,0.6298854,0.0029982010793523886
2025-06-14 21:50:00+00:00,2025-06-14 22:05:00+00:00,ETH/USDT:USDT,303.0456,0.41347872,0.0013635927448908064
2025-06-14 21:50:00+00:00,2025-06-14 22:05:00+00:00,SOL/USDT:USDT,302.862,0.81186,0.0026790194084908093
2025-06-15 00:55:00+00:00,2025-06-15 01:00:00+00:00,BTC/USDT:USDT,211.1094,-0.17597772,-0.0008330855787662265
2025-06-15 04:35:00+00:00,2025-06-15 05:00:00+00:00,ETH/USDT:USDT,304.1016,0.63287904,0.002079895470052885
2025-06-15 05:40:00+00:00,2025-06-15 06:00:00+00:00,SOL/USDT:USDT,293.2,0.987356,0.003365497754553271
2025-06-15 06:35:00+00:00,2025-06-15 07:55:00+00:00,BTC/USDT:USDT,210.787,-0.28316252,-0.0013441650553008817
2025-06-15 07:35:00+00:00,2025-06-15 08:05:00+00:00,SOL/USDT:USDT,306.075,0.92418069,0.003021271032651446
2025-06-15 07:10:00+00:00,2025-06-15 08:40:00+00:00,ETH/USDT:USDT,303.36,0.78420666,0.002586621395305538
2025-06-15 09:10:00+00:00,2025-06-15 09:50:00+00:00,SOL/USDT:USDT,304.395,0.3281418,0.0010786603041507553
2025-06-15 10:45:00+00:00,2025-06-15 11:50:00+00:00,SOL/USDT:USDT,305.55,0.91665,0.002998201079352388
2025-06-15 11:55:00+00:00,2025-06-15 12:45:00+00:00,SOL/USDT:USDT,292.78,0.87834,0.0029982010793523886
2025-06-15 12:55:00+00:00,2025-06-15 13:15:00+00:00,BTC/USDT:USDT,210.457,0.038277,0.00018176657260845266
2025-06-15 12:55:00+00:00,2025-06-15 13:15:00+00:00,ETH/USDT:USDT,302.9628,0.33322632,0.001099232328515387
2025-06-15 13:45:00+00:00,2025-06-15 13:55:00+00:00,ETH/USDT:USDT,304.524,-0.01883688,-6.181970763949796e-05
2025-06-15 13:50:00+00:00,2025-06-15 13:55:00+00:00,SOL/USDT:USDT,296.0,-0.015404,-5.2009334939576796e-05
2025-06-15 14:55:00+00:00,2025-06-15 15:10:00+00:00,ETH/USDT:USDT,306.0024,-0.82053072,-0.0026798440037788295
2025-06-15 14:50:00+00:00,2025-06-15 15:20:00+00:00,BTC/USDT:USDT,211.303,-0.45924012,-0.002172069214139443
2025-06-15 17:40:00+00:00,2025-06-15 18:10:00+00:00,BTC/USDT:USDT,211.3086,-0.60435972,-0.0028583660182644522
2025-06-15 18:20:00+00:00,2025-06-15 18:30:00+00:00,ETH/USDT:USDT,304.8612,-0.84251928,-0.0027652751319519643
2025-06-15 19:10:00+00:00,2025-06-15 19:40:00+00:00,SOL/USDT:USDT,306.16,-1.766552,-0.005766568801859725
2025-06-15 20:10:00+00:00,2025-06-15 20:15:00+00:00,ETH/USDT:USDT,303.216,0.18366912,0.0006061005607638763
2025-06-15 19:40:00+00:00,2025-06-15 20:25:00+00:00,BTC/USDT:USDT,210.5928,0.4603162,0.0021871239450414258
2025-06-15 20:20:00+00:00,2025-06-15 20:35:00+00:00,SOL/USDT:USDT,301.7,1.8102,0.006003602161296778
2025-06-15 22:05:00+00:00,2025-06-15 22:15:00+00:00,ETH/USDT:USDT,303.5244,0.9681708,0.003187849958199369
2025-06-15 22:05:00+00:00,2025-06-15 22:25:00+00:00,SOL/USDT:USDT,302.04,1.81224,0.005996402158704777
2025-06-15 22:30:00+00:00,2025-06-15 23:15:00+00:00,SOL/USDT:USDT,303.44,0.91032,0.002998201079352388
2025-06-15 22:25:00+00:00,2025-06-15 23:40:00+00:00,BTC/USDT:USDT,210.254,0.630762,0.002998201079352389
2025-06-16 00:00:00+00:00,2025-06-16 00:10:00+00:00,SOL/USDT:USDT,305.8,-1.28444997,-0.00419777554657526
2025-06-16 01:10:00+00:00,2025-06-16 01:30:00+00:00,ETH/USDT:USDT,303.8388,1.8230328,0.006003602161296778
2025-06-16 01:10:00+00:00,2025-06-16 01:30:00+00:00,SOL/USDT:USDT,302.94,-0.843816,-0.0027870951130789384
2025-06-16 01:10:00+00:00,2025-06-16 01:40:00+00:00,BTC/USDT:USDT,210.314,-0.60398764,-0.002873561675162329
2025-06-16 02:00:00+00:00,2025-06-16 02:05:00+00:00,ETH/USDT:USDT,306.3864,1.8383184,0.005996402158704776
2025-06-16 01:55:00+00:00,2025-06-16 02:10:00+00:00,BTC/USDT:USDT,211.609,-0.13380292,-0.0006319328874866716
2025-06-16 09:15:00+00:00,2025-06-16 10:05:00+00:00,SOL/USDT:USDT,297.217,-1.0220594,-0.0034408294404501814
2025-06-16 10:50:00+00:00,2025-06-16 11:20:00+00:00,ETH/USDT:USDT,287.3761,0.8621283,0.0030018010806483887
2025-06-16 10:50:00+00:00,2025-06-16 11:40:00+00:00,BTC/USDT:USDT,213.5196,-0.42672576,-0.00199973187084231
2025-06-16 13:15:00+00:00,2025-06-16 13:35:00+00:00,SOL/USDT:USDT,294.025,-1.6456052,-0.005600180786985923
2025-06-16 13:45:00+00:00,2025-06-16 13:55:00+00:00,ETH/USDT:USDT,288.2891,1.7297346,0.005996402158704777
2025-06-16 14:00:00+00:00,2025-06-16 14:10:00+00:00,SOL/USDT:USDT,297.369,-2.0848054,-0.007006632388849867
2025-06-16 14:35:00+00:00,2025-06-16 15:05:00+00:00,SOL/USDT:USDT,299.516,-2.9418688,-0.009816185903783789
2025-06-16 18:25:00+00:00,2025-06-16 18:55:00+00:00,ETH/USDT:USDT,290.6189,0.8718567,0.0029982010793523886
2025-06-16 18:25:00+00:00,2025-06-16 19:05:00+00:00,BTC/USDT:USDT,216.0374,0.6481122,0.0029982010793523886
2025-06-16 19:10:00+00:00,2025-06-16 19:40:00+00:00,SOL/USDT:USDT,300.979,-1.9372286,-0.006432564929194746
2025-06-16 20:10:00+00:00,2025-06-16 20:40:00+00:00,SOL/USDT:USDT,297.882,-2.1255186,-0.007139722026863267
2025-06-16 20:45:00+00:00,2025-06-16 21:10:00+00:00,ETH/USDT:USDT,293.6813,-1.56718826,-0.005333157102251536
2025-06-16 21:35:00+00:00,2025-06-16 22:10:00+00:00,SOL/USDT:USDT,297.502,-1.1554812,-0.003886276075263245
2025-06-16 22:35:00+00:00,2025-06-16 22:35:00+00:00,ETH/USDT:USDT,290.3868,1.7423208,0.006003602161296777
2025-06-16 22:35:00+00:00,2025-06-16 22:35:00+00:00,SOL/USDT:USDT,296.438,1.778628,0.006003602161296779
2025-06-17 02:35:00+00:00,2025-06-17 02:50:00+00:00,ETH/USDT:USDT,281.4515,-3.716768,-0.013213642135997796
2025-06-17 02:30:00+00:00,2025-06-17 02:55:00+00:00,BTC/USDT:USDT,213.327,-1.43389872,-0.006725635178601148
2025-06-17 02:55:00+00:00,2025-06-17 02:55:00+00:00,ETH/USDT:USDT,285.3312,1.7119872,0.005996402158704778
2025-06-17 02:55:00+00:00,2025-06-17 03:15:00+00:00,SOL/USDT:USDT,290.149,1.740894,0.005996402158704776
2025-06-17 03:00:00+00:00,2025-06-17 04:05:00+00:00,ETH/USDT:USDT,286.8052,-0.37824578,-0.0013180338732311295
2025-06-17 03:00:00+00:00,2025-06-17 04:25:00+00:00,BTC/USDT:USDT,214.888,-0.12674432,-0.0005894620407309614
2025-06-17 04:40:00+00:00,2025-06-17 04:50:00+00:00,ETH/USDT:USDT,284.7691,-0.92507272,-0.003250451319536125
2025-06-17 06:05:00+00:00,2025-06-17 06:25:00+00:00,SOL/USDT:USDT,292.467,-1.4333106,-0.004897821392917514
